vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Water Sports,Fan Shop,7/21/20,48,9599.52,0.73,54.17,9666.18,58
Water Sports,Fan Shop,7/8/201,51,10199.49,0.73,60.78,10532.81,58
Water Sports,Fan Shop,9/3/201,48,9599.52,0.73,66.67,11149.45,58
Camping & Hiking,Fan Shop,1/18/20,43,12899.14,0.72,60.47,12199.19,59
Camping & Hiking,Fan Shop,11/11/2,25,7499.5,0.72,60.0,7399.51,59
Camping & Hiking,Fan Shop,2/9/201,46,13799.08,0.72,69.57,11899.21,59
Camping & Hiking,Fan Shop,3/28/20,46,13799.08,0.72,63.04,12599.16,59
Camping & Hiking,Fan Shop,3/31/20,40,11999.2,0.72,62.5,13999.07,59
Camping & Hiking,Fan Shop,7/28/20,43,12899.14,0.72,65.12,11699.22,59
Fishing,Fan Shop,12/22/2,29,11599.42,0.72,65.52,13599.32,59
Indoor/Outdoor Games,Fan Shop,1/19/20,61,9146.34,0.72,57.38,9429.56,59
Indoor/Outdoor Games,Fan Shop,2/12/20,58,9296.28,0.72,60.34,8679.86,59
Indoor/Outdoor Games,Fan Shop,2/3/201,65,11195.52,0.72,61.54,6664.0,59
Indoor/Outdoor Games,Fan Shop,3/6/201,65,10445.82,0.72,67.69,8913.1,59
Indoor/Outdoor Games,Fan Shop,5/29/20,53,9146.34,0.72,60.38,8330.0,59
Water Sports,Fan Shop,8/25/20,53,10599.47,0.72,58.49,9599.52,59
Camping & Hiking,Fan Shop,11/28/2,24,7199.52,0.71,75.0,7699.49,60
Camping & Hiking,Fan Shop,3/17/20,28,8399.44,0.71,64.29,10499.3,60
Camping & Hiking,Fan Shop,3/24/20,38,11399.24,0.71,60.53,11899.21,60
Camping & Hiking,Fan Shop,4/3/201,41,12299.18,0.71,60.98,11899.21,60
Camping & Hiking,Fan Shop,8/24/20,35,10499.3,0.71,57.14,10199.32,60
Fishing,Fan Shop,1/29/20,48,19199.04,0.71,64.58,18665.73,60
Fishing,Fan Shop,4/21/20,48,19199.04,0.71,64.58,18665.73,60
Fishing,Fan Shop,4/5/201,49,19599.02,0.71,59.18,21065.61,60
Fishing,Fan Shop,7/15/20,41,16399.18,0.71,60.98,18799.06,60
Indoor/Outdoor Games,Fan Shop,10/25/2,35,5497.8,0.71,65.71,6297.48,60
Indoor/Outdoor Games,Fan Shop,10/31/2,42,5347.86,0.71,54.76,6130.88,60
Indoor/Outdoor Games,Fan Shop,12/7/20,42,6297.48,0.71,69.05,5531.12,60
Indoor/Outdoor Games,Fan Shop,2/15/20,65,10045.98,0.71,64.62,9462.88,60
Indoor/Outdoor Games,Fan Shop,2/5/201,66,10495.8,0.71,63.64,10229.24,60
Indoor/Outdoor Games,Fan Shop,3/14/20,72,10745.7,0.71,59.72,9329.6,60
Indoor/Outdoor Games,Fan Shop,3/28/20,58,8096.76,0.71,68.97,8030.12,60
Indoor/Outdoor Games,Fan Shop,7/8/201,58,8346.66,0.71,63.79,8080.1,60
Indoor/Outdoor Games,Fan Shop,9/19/20,63,9446.22,0.71,58.73,9912.7,60
Water Sports,Fan Shop,10/24/2,35,6999.65,0.71,57.14,6466.34,60
Water Sports,Fan Shop,11/13/2,24,4799.76,0.71,66.67,6266.35,60
Water Sports,Fan Shop,2/13/20,48,9599.52,0.71,62.5,7732.95,60
Water Sports,Fan Shop,6/5/201,41,8199.59,0.71,58.54,7466.29,60
Water Sports,Fan Shop,7/20/20,35,6999.65,0.71,65.71,10066.16,60
Water Sports,Fan Shop,7/4/201,42,8399.58,0.71,61.9,8132.93,60
Water Sports,Fan Shop,9/10/20,51,10199.49,0.71,60.78,9866.17,60
Water Sports,Fan Shop,9/16/20,49,10249.51,0.71,61.22,9116.22,60
Camping & Hiking,Fan Shop,1/27/20,47,14099.06,0.7,65.96,10299.31,61
Camping & Hiking,Fan Shop,2/6/201,44,13199.12,0.7,63.64,12499.17,61
Camping & Hiking,Fan Shop,6/14/20,40,11999.2,0.7,57.5,12699.15,61
Camping & Hiking,Fan Shop,6/18/20,27,8099.46,0.7,62.96,10699.29,61
Camping & Hiking,Fan Shop,6/3/201,43,12899.14,0.7,65.12,12099.19,61
Fishing,Fan Shop,2/25/20,50,19999.0,0.7,60.0,20532.31,61
Fishing,Fan Shop,8/14/20,54,21598.92,0.7,66.67,18932.39,61
Indoor/Outdoor Games,Fan Shop,1/18/20,64,10495.8,0.7,59.38,9279.62,61
Indoor/Outdoor Games,Fan Shop,10/22/2,37,5997.6,0.7,59.46,6763.96,61
Indoor/Outdoor Games,Fan Shop,5/7/201,66,10645.74,0.7,60.61,9562.84,61
Indoor/Outdoor Games,Fan Shop,6/27/20,56,8946.42,0.7,64.29,7863.52,61
Indoor/Outdoor Games,Fan Shop,8/6/201,57,8496.6,0.7,59.65,9229.64,61
Indoor/Outdoor Games,Fan Shop,9/9/201,47,6547.38,0.7,57.45,6963.88,61
Water Sports,Fan Shop,12/2/20,37,7399.63,0.7,70.27,5866.37,61
Water Sports,Fan Shop,3/22/20,37,7399.63,0.7,62.16,6932.99,61
Water Sports,Fan Shop,6/18/20,37,7399.63,0.7,54.05,7932.94,61
Camping & Hiking,Fan Shop,2/13/20,36,10799.28,0.69,72.22,10999.27,62
Camping & Hiking,Fan Shop,2/5/201,39,11699.22,0.69,58.97,12899.14,62
Camping & Hiking,Fan Shop,4/26/20,39,11699.22,0.69,56.41,11899.21,62
Camping & Hiking,Fan Shop,8/22/20,35,10499.3,0.69,68.57,11399.24,62
Camping & Hiking,Fan Shop,9/16/20,39,11699.22,0.69,58.97,12399.17,62
Camping & Hiking,Fan Shop,9/20/20,49,14699.02,0.69,59.18,12799.15,62
Fishing,Fan Shop,11/20/2,49,19599.02,0.69,59.18,17332.47,62
Fishing,Fan Shop,8/21/20,62,24798.76,0.69,67.74,23332.17,62
Fishing,Fan Shop,9/26/20,49,19599.02,0.69,57.14,20665.63,62
Indoor/Outdoor Games,Fan Shop,1/12/20,62,10845.66,0.69,66.13,9879.38,62
Indoor/Outdoor Games,Fan Shop,12/23/2,48,7347.06,0.69,50.0,6414.1,62
Indoor/Outdoor Games,Fan Shop,5/18/20,54,7546.98,0.69,61.11,7913.5,62
Indoor/Outdoor Games,Fan Shop,7/25/20,49,7996.8,0.69,61.22,8429.96,62
Indoor/Outdoor Games,Fan Shop,8/18/20,62,8296.68,0.69,56.45,7813.54,62
Indoor/Outdoor Games,Fan Shop,8/21/20,59,8846.46,0.69,69.49,7863.52,62
Water Sports,Fan Shop,1/15/20,42,8399.58,0.69,69.05,8399.58,62
Water Sports,Fan Shop,10/6/20,26,5199.74,0.69,50.0,5133.08,62
Water Sports,Fan Shop,7/18/20,51,10199.49,0.69,58.82,9599.52,62
Water Sports,Fan Shop,7/28/20,55,10999.45,0.69,63.64,9399.53,62
Camping & Hiking,Fan Shop,11/26/2,31,9299.38,0.68,58.06,9799.35,63
Camping & Hiking,Fan Shop,4/18/20,44,13199.12,0.68,59.09,13299.11,63
Camping & Hiking,Fan Shop,5/1/201,40,11999.2,0.68,67.5,12099.19,63
Camping & Hiking,Fan Shop,9/22/20,40,11999.2,0.68,55.0,12599.16,63
Fishing,Fan Shop,1/28/20,37,14799.26,0.68,64.86,19865.67,63
Fishing,Fan Shop,10/3/20,40,15999.2,0.68,57.5,15465.89,63
Fishing,Fan Shop,7/12/20,47,18799.06,0.68,68.09,21065.61,63
Indoor/Outdoor Games,Fan Shop,10/6/20,44,6647.34,0.68,63.64,6780.62,63
Indoor/Outdoor Games,Fan Shop,12/27/2,44,6347.46,0.68,65.91,6280.82,63
Indoor/Outdoor Games,Fan Shop,3/4/201,50,6997.2,0.68,60.0,8929.76,63
Indoor/Outdoor Games,Fan Shop,5/19/20,57,8496.6,0.68,61.4,7413.7,63
Indoor/Outdoor Games,Fan Shop,5/21/20,62,9546.18,0.68,56.45,8613.22,63
Indoor/Outdoor Games,Fan Shop,8/28/20,41,5597.76,0.68,58.54,7497.0,63
Indoor/Outdoor Games,Fan Shop,8/31/20,53,7996.8,0.68,58.49,8346.66,63
Camping & Hiking,Fan Shop,1/23/20,36,10799.28,0.67,58.33,11899.21,64
Camping & Hiking,Fan Shop,10/12/2,33,9899.34,0.67,66.67,8899.41,64
Camping & Hiking,Fan Shop,3/25/20,45,13499.1,0.67,60.0,11699.22,64
Camping & Hiking,Fan Shop,6/24/20,33,9899.34,0.67,54.55,11399.24,64
Camping & Hiking,Fan Shop,8/20/20,33,9899.34,0.67,63.64,11699.22,64
Fishing,Fan Shop,11/2/20,46,18399.08,0.67,65.22,15999.2,64
Fishing,Fan Shop,11/29/2,27,10799.46,0.67,66.67,15065.91,64
Fishing,Fan Shop,11/6/20,42,16799.16,0.67,52.38,13865.97,64
Fishing,Fan Shop,5/27/20,57,22798.86,0.67,63.16,20265.65,64
Indoor/Outdoor Games,Fan Shop,10/2/20,42,6697.32,0.67,54.76,6047.58,64
Indoor/Outdoor Games,Fan Shop,4/18/20,52,7596.96,0.67,65.38,8196.72,64
Indoor/Outdoor Games,Fan Shop,5/30/20,55,8596.56,0.67,65.45,8330.0,64
Water Sports,Fan Shop,10/21/2,27,5399.73,0.67,62.96,6466.34,64
Water Sports,Fan Shop,2/2/201,54,10799.46,0.67,64.81,10399.48,64
Water Sports,Fan Shop,4/3/201,46,9199.54,0.67,58.7,8799.56,64
Water Sports,Fan Shop,6/25/20,39,7799.61,0.67,51.28,9332.87,64
Water Sports,Fan Shop,8/27/20,43,8599.57,0.67,55.81,9866.17,64
Water Sports,Fan Shop,9/17/20,46,9499.54,0.67,58.7,9566.2,64
Water Sports,Fan Shop,9/23/20,45,9299.55,0.67,68.89,10632.83,64
Camping & Hiking,Fan Shop,3/22/20,47,14099.06,0.66,55.32,14199.05,65
Fishing,Fan Shop,1/6/201,47,18799.06,0.66,53.19,18532.41,65
Fishing,Fan Shop,12/18/2,35,13999.3,0.66,65.71,13465.99,65
Fishing,Fan Shop,2/3/201,53,21198.94,0.66,64.15,14799.26,65
Fishing,Fan Shop,3/18/20,58,23198.84,0.66,58.62,21065.61,65
Fishing,Fan Shop,5/29/20,47,18799.06,0.66,59.57,19465.69,65
Fishing,Fan Shop,6/23/20,61,24398.78,0.66,67.21,24665.43,65
Indoor/Outdoor Games,Fan Shop,11/7/20,29,4298.28,0.66,55.17,4881.38,65
Indoor/Outdoor Games,Fan Shop,2/11/20,56,7946.82,0.66,57.14,7730.24,65
Indoor/Outdoor Games,Fan Shop,4/1/201,62,9396.24,0.66,61.29,8379.98,65
Water Sports,Fan Shop,10/23/2,29,5799.71,0.66,58.62,5933.04,65
Water Sports,Fan Shop,11/7/20,41,8199.59,0.66,58.54,8332.92,65
Camping & Hiking,Fan Shop,3/3/201,48,14399.04,0.65,68.75,13599.09,66
Camping & Hiking,Fan Shop,6/10/20,37,11099.26,0.65,48.65,12999.13,66
Camping & Hiking,Fan Shop,8/7/201,40,11999.2,0.65,67.5,11599.23,66
Fishing,Fan Shop,1/19/20,49,19599.02,0.65,57.14,18265.75,66
Fishing,Fan Shop,1/21/20,62,24798.76,0.65,59.68,21332.27,66
Fishing,Fan Shop,12/5/20,37,14799.26,0.65,70.27,15065.91,66
Fishing,Fan Shop,5/1/201,62,24798.76,0.65,58.06,23998.8,66
Fishing,Fan Shop,6/13/20,62,24798.76,0.65,61.29,22932.19,66
Fishing,Fan Shop,9/13/20,46,18399.08,0.65,56.52,20798.96,66
Indoor/Outdoor Games,Fan Shop,10/23/2,40,6497.4,0.65,67.5,6464.08,66
Indoor/Outdoor Games,Fan Shop,12/4/20,31,4598.16,0.65,54.84,5614.42,66
Indoor/Outdoor Games,Fan Shop,2/13/20,68,10545.78,0.65,54.41,9262.96,66
Indoor/Outdoor Games,Fan Shop,2/18/20,57,9196.32,0.65,57.89,9679.46,66
Indoor/Outdoor Games,Fan Shop,3/2/201,48,6097.56,0.65,60.42,8263.36,66
Indoor/Outdoor Games,Fan Shop,7/28/20,65,9346.26,0.65,66.15,9096.36,66
Water Sports,Fan Shop,2/16/20,46,9199.54,0.65,60.87,8666.23,66
Water Sports,Fan Shop,2/18/20,49,9799.51,0.65,63.27,9132.88,66
Water Sports,Fan Shop,6/28/20,43,8599.57,0.65,62.79,10599.47,66
Water Sports,Fan Shop,9/21/20,52,10699.48,0.65,65.38,9682.86,66
Water Sports,Fan Shop,9/4/201,43,8599.57,0.65,60.47,8599.57,66
Camping & Hiking,Fan Shop,10/28/2,33,9899.34,0.64,48.48,9399.37,67
Camping & Hiking,Fan Shop,12/29/2,28,8399.44,0.64,71.43,8999.4,67
Camping & Hiking,Fan Shop,2/1/201,39,11699.22,0.64,58.97,9699.35,67
Camping & Hiking,Fan Shop,2/17/20,50,14999.0,0.64,56.0,12399.17,67
Camping & Hiking,Fan Shop,3/9/201,39,11699.22,0.64,56.41,11599.23,67
Camping & Hiking,Fan Shop,4/12/20,47,14099.06,0.64,61.7,13399.11,67
Camping & Hiking,Fan Shop,8/28/20,33,9899.34,0.64,66.67,9799.35,67
Camping & Hiking,Fan Shop,9/24/20,42,12599.16,0.64,61.9,13699.09,67
Fishing,Fan Shop,1/27/20,55,21998.9,0.64,54.55,22798.86,67
Fishing,Fan Shop,1/9/201,44,17599.12,0.64,63.64,22932.19,67
Fishing,Fan Shop,10/12/2,33,13199.34,0.64,63.64,14665.93,67
Fishing,Fan Shop,10/24/2,28,11199.44,0.64,64.29,12399.38,67
Fishing,Fan Shop,11/16/2,25,9999.5,0.64,64.0,11599.42,67
Fishing,Fan Shop,11/27/2,44,17599.12,0.64,59.09,14799.26,67
Fishing,Fan Shop,12/2/20,44,17599.12,0.64,68.18,15999.2,67
Fishing,Fan Shop,12/3/20,42,16799.16,0.64,52.38,14399.28,67
Fishing,Fan Shop,2/1/201,58,23198.84,0.64,65.52,15999.2,67
Fishing,Fan Shop,2/22/20,50,19999.0,0.64,60.0,20932.29,67
Fishing,Fan Shop,4/18/20,44,17599.12,0.64,59.09,19599.02,67
Fishing,Fan Shop,6/20/20,45,17999.1,0.64,60.0,19732.35,67
Fishing,Fan Shop,7/19/20,53,21198.94,0.64,64.15,21065.61,67
Indoor/Outdoor Games,Fan Shop,1/10/20,55,9046.38,0.64,56.36,7996.8,67
Indoor/Outdoor Games,Fan Shop,10/20/2,45,7397.04,0.64,55.56,6880.58,67
Indoor/Outdoor Games,Fan Shop,11/16/2,39,5947.62,0.64,64.1,5547.78,67
Indoor/Outdoor Games,Fan Shop,2/2/201,55,9346.26,0.64,70.91,9379.58,67
Indoor/Outdoor Games,Fan Shop,5/27/20,50,7896.84,0.64,58.0,7180.46,67
Indoor/Outdoor Games,Fan Shop,8/16/20,47,6447.42,0.64,63.83,6830.6,67
Indoor/Outdoor Games,Fan Shop,9/4/201,56,8546.58,0.64,60.71,9546.18,67
Water Sports,Fan Shop,10/5/20,25,4999.75,0.64,56.0,5799.71,67
Water Sports,Fan Shop,12/14/2,39,7799.61,0.64,53.85,7266.3,67
Water Sports,Fan Shop,12/9/20,14,2799.86,0.64,78.57,4399.78,67
Water Sports,Fan Shop,8/18/20,42,8399.58,0.64,59.52,10199.49,67
Water Sports,Fan Shop,9/27/20,36,7349.64,0.64,58.33,10049.52,67
Camping & Hiking,Fan Shop,1/21/20,32,9599.36,0.63,59.38,11099.26,68
Camping & Hiking,Fan Shop,11/5/20,35,10499.3,0.63,60.0,9099.39,68
Camping & Hiking,Fan Shop,4/21/20,38,11399.24,0.63,60.53,11199.25,68
Camping & Hiking,Fan Shop,6/26/20,35,10499.3,0.63,51.43,10899.27,68
Camping & Hiking,Fan Shop,7/7/201,40,11999.2,0.63,67.5,11199.25,68
Camping & Hiking,Fan Shop,7/8/201,32,9599.36,0.63,62.5,11599.23,68
Fishing,Fan Shop,1/1/201,41,16399.18,0.63,58.54,16399.18,68
Fishing,Fan Shop,11/8/20,38,15199.24,0.63,55.26,16665.83,68
Fishing,Fan Shop,12/24/2,38,15199.24,0.63,57.89,12799.36,68
Fishing,Fan Shop,6/14/20,62,24798.76,0.63,58.06,23998.8,68
Fishing,Fan Shop,7/2/201,56,22398.88,0.63,60.71,21332.27,68
Fishing,Fan Shop,7/27/20,40,15999.2,0.63,60.0,16665.83,68
Indoor/Outdoor Games,Fan Shop,1/22/20,51,7846.86,0.63,62.75,8396.64,68
Indoor/Outdoor Games,Fan Shop,10/13/2,49,7846.86,0.63,44.9,6730.64,68
Indoor/Outdoor Games,Fan Shop,10/14/2,43,5797.68,0.63,58.14,6064.24,68
Indoor/Outdoor Games,Fan Shop,11/18/2,24,3248.7,0.63,58.33,6130.88,68
Indoor/Outdoor Games,Fan Shop,3/10/20,51,7546.98,0.63,68.63,8413.3,68
Indoor/Outdoor Games,Fan Shop,6/30/20,51,7846.86,0.63,62.75,9129.68,68
Indoor/Outdoor Games,Fan Shop,8/19/20,43,6147.54,0.63,53.49,7713.58,68
Water Sports,Fan Shop,1/5/201,40,7999.6,0.63,65.0,8532.91,68
Water Sports,Fan Shop,10/16/2,24,4799.76,0.63,62.5,5799.71,68
Water Sports,Fan Shop,12/4/20,30,5999.7,0.63,66.67,6533.01,68
Water Sports,Fan Shop,2/12/20,35,6999.65,0.63,54.29,8132.93,68
Water Sports,Fan Shop,6/27/20,57,11399.43,0.63,56.14,10332.82,68
Water Sports,Fan Shop,7/26/20,46,9199.54,0.63,52.17,9666.18,68
Water Sports,Fan Shop,9/14/20,40,8149.6,0.63,65.0,8866.23,68
Water Sports,Fan Shop,9/30/20,38,7599.62,0.63,63.16,10166.16,68
Camping & Hiking,Fan Shop,1/12/20,47,14099.06,0.62,57.45,13799.08,69
Camping & Hiking,Fan Shop,3/23/20,34,10199.32,0.62,67.65,12799.15,69
Camping & Hiking,Fan Shop,5/2/201,45,13499.1,0.62,62.22,11899.21,69
Camping & Hiking,Fan Shop,8/19/20,39,11699.22,0.62,53.85,14099.06,69
Fishing,Fan Shop,2/12/20,42,16799.16,0.62,54.76,19199.04,69
Fishing,Fan Shop,4/22/20,52,20798.96,0.62,57.69,19199.04,69
Fishing,Fan Shop,4/24/20,50,19999.0,0.62,60.0,20532.31,69
Fishing,Fan Shop,4/29/20,52,20798.96,0.62,57.69,19999.0,69
Fishing,Fan Shop,8/23/20,53,21198.94,0.62,58.49,23865.47,69
Indoor/Outdoor Games,Fan Shop,11/21/2,39,5847.66,0.62,61.54,6014.26,69
Indoor/Outdoor Games,Fan Shop,11/27/2,50,7147.14,0.62,48.0,6697.32,69
Indoor/Outdoor Games,Fan Shop,12/3/20,45,5297.88,0.62,55.56,6297.48,69
Indoor/Outdoor Games,Fan Shop,2/9/201,68,9496.2,0.62,60.29,8913.1,69
Indoor/Outdoor Games,Fan Shop,3/15/20,55,8646.54,0.62,58.18,8496.6,69
Indoor/Outdoor Games,Fan Shop,5/4/201,50,7696.92,0.62,60.0,8363.32,69
Indoor/Outdoor Games,Fan Shop,7/20/20,58,8596.56,0.62,62.07,9163.0,69
Indoor/Outdoor Games,Fan Shop,7/7/201,52,7696.92,0.62,67.31,9079.7,69
Indoor/Outdoor Games,Fan Shop,9/15/20,58,9796.08,0.62,62.07,9296.28,69
Water Sports,Fan Shop,1/16/20,52,10399.48,0.62,65.38,8532.91,69
Water Sports,Fan Shop,3/29/20,58,11599.42,0.62,63.79,9666.18,69
Water Sports,Fan Shop,7/24/20,50,9999.5,0.62,52.0,9532.86,69
Camping & Hiking,Fan Shop,1/10/20,44,13199.12,0.61,65.91,14399.04,70
Camping & Hiking,Fan Shop,4/13/20,38,11399.24,0.61,50.0,12399.17,70
Camping & Hiking,Fan Shop,4/7/201,51,15298.98,0.61,50.98,13199.12,70
Camping & Hiking,Fan Shop,6/15/20,41,12299.18,0.61,56.1,13099.13,70
Camping & Hiking,Fan Shop,7/3/201,44,13199.12,0.61,59.09,13699.09,70
Camping & Hiking,Fan Shop,8/13/20,44,13199.12,0.61,59.09,13699.09,70
Camping & Hiking,Fan Shop,8/17/20,62,18598.76,0.61,58.06,13099.13,70
Fishing,Fan Shop,1/3/201,49,19599.02,0.61,51.02,17865.77,70
Fishing,Fan Shop,1/8/201,64,25598.72,0.61,57.81,23332.17,70
Fishing,Fan Shop,11/23/2,33,13199.34,0.61,54.55,14265.95,70
Fishing,Fan Shop,12/19/2,41,16399.18,0.61,58.54,14665.93,70
Fishing,Fan Shop,6/4/201,41,16399.18,0.61,60.98,19599.02,70
Fishing,Fan Shop,8/25/20,62,24798.76,0.61,58.06,21998.9,70
Indoor/Outdoor Games,Fan Shop,11/9/20,38,5697.72,0.61,57.89,5214.58,70
Indoor/Outdoor Games,Fan Shop,5/31/20,57,8796.48,0.61,57.89,8213.38,70
Indoor/Outdoor Games,Fan Shop,7/22/20,57,8096.76,0.61,57.89,8746.5,70
Indoor/Outdoor Games,Fan Shop,8/22/20,54,8596.56,0.61,62.96,8313.34,70
Indoor/Outdoor Games,Fan Shop,8/30/20,51,8596.56,0.61,60.78,8513.26,70
Water Sports,Fan Shop,10/3/20,36,7199.64,0.61,52.78,6866.32,70
Water Sports,Fan Shop,2/27/20,44,8799.56,0.61,59.09,8266.25,70
Water Sports,Fan Shop,3/13/20,44,8799.56,0.61,63.64,8399.58,70
Water Sports,Fan Shop,7/5/201,46,9199.54,0.61,63.04,8399.58,70
Water Sports,Fan Shop,8/8/201,36,7199.64,0.61,61.11,9132.88,70
Camping & Hiking,Fan Shop,1/28/20,40,11999.2,0.6,67.5,11599.23,71
Camping & Hiking,Fan Shop,12/12/2,25,7499.5,0.6,56.0,8699.42,71
Camping & Hiking,Fan Shop,2/3/201,48,14399.04,0.6,60.42,10699.29,71
Camping & Hiking,Fan Shop,5/16/20,45,13499.1,0.6,55.56,13599.09,71
Camping & Hiking,Fan Shop,8/12/20,48,14399.04,0.6,58.33,12399.17,71
Fishing,Fan Shop,2/6/201,53,21198.94,0.6,58.49,20665.63,71
Fishing,Fan Shop,3/28/20,47,18799.06,0.6,53.19,19332.37,71
Fishing,Fan Shop,4/1/201,67,26798.66,0.6,50.75,22932.19,71
Fishing,Fan Shop,7/21/20,43,17199.14,0.6,58.14,19999.0,71
Fishing,Fan Shop,7/4/201,57,22798.86,0.6,59.65,22665.53,71
Indoor/Outdoor Games,Fan Shop,10/9/20,30,4248.3,0.6,56.67,4914.7,71
Indoor/Outdoor Games,Fan Shop,2/28/20,53,6447.42,0.6,49.06,7880.18,71
Indoor/Outdoor Games,Fan Shop,3/20/20,52,7696.92,0.6,61.54,8296.68,71
Indoor/Outdoor Games,Fan Shop,5/5/201,65,9896.04,0.6,58.46,8796.48,71
Indoor/Outdoor Games,Fan Shop,6/1/201,72,11745.3,0.6,59.72,10179.26,71
Indoor/Outdoor Games,Fan Shop,6/15/20,50,6997.2,0.6,58.0,8180.06,71
Water Sports,Fan Shop,1/24/20,47,9399.53,0.6,55.32,8199.59,71
Water Sports,Fan Shop,4/2/201,47,9399.53,0.6,57.45,9866.17,71
Water Sports,Fan Shop,6/7/201,35,6999.65,0.6,62.86,8266.25,71
Water Sports,Fan Shop,8/4/201,40,7999.6,0.6,57.5,8399.58,71
Camping & Hiking,Fan Shop,1/7/201,37,11099.26,0.59,56.76,10899.27,72
Camping & Hiking,Fan Shop,12/1/20,27,8099.46,0.59,66.67,8099.46,72
Camping & Hiking,Fan Shop,4/11/20,39,11699.22,0.59,51.28,13499.1,72
Camping & Hiking,Fan Shop,4/29/20,37,11099.26,0.59,62.16,12099.19,72
Camping & Hiking,Fan Shop,7/18/20,46,13799.08,0.59,54.35,13699.09,72
Camping & Hiking,Fan Shop,8/29/20,41,12299.18,0.59,53.66,11099.26,72
Camping & Hiking,Fan Shop,8/6/201,44,13199.12,0.59,54.55,11599.23,72
Camping & Hiking,Fan Shop,9/18/20,41,12299.18,0.59,58.54,12399.17,72
Camping & Hiking,Fan Shop,9/8/201,34,10199.32,0.59,64.71,11299.25,72
Fishing,Fan Shop,1/11/20,64,25598.72,0.59,51.56,20532.31,72
Fishing,Fan Shop,10/11/2,29,11599.42,0.59,58.62,15732.55,72
Fishing,Fan Shop,4/19/20,69,27598.62,0.59,57.97,22532.21,72
Fishing,Fan Shop,4/9/201,54,21598.92,0.59,57.41,22798.86,72
Fishing,Fan Shop,7/31/20,61,24398.78,0.59,57.38,22398.88,72
Fishing,Fan Shop,7/8/201,51,20398.98,0.59,60.78,21998.9,72
Fishing,Fan Shop,8/11/20,46,18399.08,0.59,56.52,19732.35,72
Fishing,Fan Shop,8/28/20,54,21598.92,0.59,55.56,19732.35,72
Indoor/Outdoor Games,Fan Shop,10/21/2,44,6897.24,0.59,50.0,6997.2,72
Indoor/Outdoor Games,Fan Shop,2/24/20,61,9196.32,0.59,59.02,9896.04,72
Indoor/Outdoor Games,Fan Shop,6/9/201,49,6697.32,0.59,57.14,7480.34,72
Indoor/Outdoor Games,Fan Shop,7/30/20,59,8596.56,0.59,61.02,7996.8,72
Toys,Fan Shop,1/13/20,32,369.28,0.59,65.63,369.28,72
Camping & Hiking,Fan Shop,4/24/20,43,12899.14,0.58,55.81,12599.16,73
Camping & Hiking,Fan Shop,6/8/201,55,16498.9,0.58,60.0,14199.05,73
Camping & Hiking,Fan Shop,9/1/201,38,11399.24,0.58,68.42,10999.27,73
Camping & Hiking,Fan Shop,9/27/20,38,11399.24,0.58,65.79,12399.17,73
Fishing,Fan Shop,10/10/2,48,19199.04,0.58,52.08,17732.45,73
Fishing,Fan Shop,12/6/20,36,14399.28,0.58,61.11,13999.3,73
Fishing,Fan Shop,2/8/201,45,17999.1,0.58,46.67,20798.96,73
Fishing,Fan Shop,5/25/20,48,19199.04,0.58,58.33,19332.37,73
Fishing,Fan Shop,6/21/20,60,23998.8,0.58,60.0,19599.02,73
Fishing,Fan Shop,7/6/201,53,21198.94,0.58,43.4,21998.9,73
Fishing,Fan Shop,8/10/20,55,21998.9,0.58,56.36,19999.0,73
Fishing,Fan Shop,8/2/201,52,20798.96,0.58,61.54,20532.31,73
Indoor/Outdoor Games,Fan Shop,12/29/2,38,5697.72,0.58,52.63,6647.34,73
Indoor/Outdoor Games,Fan Shop,4/25/20,64,10745.7,0.58,62.5,9329.6,73
Indoor/Outdoor Games,Fan Shop,6/28/20,50,6647.34,0.58,54.0,7730.24,73
Indoor/Outdoor Games,Fan Shop,6/7/201,52,7746.9,0.58,51.92,7397.04,73
Indoor/Outdoor Games,Fan Shop,8/7/201,55,8546.58,0.58,61.82,8496.6,73
Indoor/Outdoor Games,Fan Shop,8/8/201,48,6997.2,0.58,60.42,8013.46,73
Toys,Fan Shop,12/7/20,69,796.26,0.58,62.32,792.41,73
Water Sports,Fan Shop,11/25/2,24,4799.76,0.58,54.17,6199.69,73
Water Sports,Fan Shop,11/9/20,31,6199.69,0.58,61.29,6399.68,73
Water Sports,Fan Shop,5/23/20,48,9599.52,0.58,60.42,9199.54,73
Water Sports,Fan Shop,5/26/20,45,8999.55,0.58,57.78,10599.47,73
Water Sports,Fan Shop,6/15/20,43,8599.57,0.58,53.49,8199.59,73
Water Sports,Fan Shop,7/7/201,50,9999.5,0.58,60.0,10199.49,73
Camping & Hiking,Fan Shop,6/2/201,42,12599.16,0.57,59.52,11399.24,74
Camping & Hiking,Fan Shop,7/1/201,37,11099.26,0.57,56.76,12899.14,74
Camping & Hiking,Fan Shop,7/21/20,46,13799.08,0.57,54.35,14899.01,74
Fishing,Fan Shop,10/23/2,28,11199.44,0.57,57.14,12666.03,74
Fishing,Fan Shop,2/5/201,51,20398.98,0.57,58.82,20665.63,74
Fishing,Fan Shop,5/4/201,44,17599.12,0.57,47.73,20132.33,74
Fishing,Fan Shop,6/15/20,44,17599.12,0.57,54.55,22398.88,74
